"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5572","Should be able to change slider value","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:08 UTC 2026","","horizontal-slider.spec.ts","horizontal-slider.spec.ts",""
"","3836","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""About"" link","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","3922","User should be able drag and drop card a to card b","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","drag-and-drop.spec.ts","drag-and-drop.spec.ts",""
"","13971","DisappearingElements Tests › The ""Gallery"" link shows and dissapears randomly","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:17 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","4958","Context Menu Tests › User should be able to see context menu alert","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:08 UTC 2026","","context-menu.spec.ts","context-menu.spec.ts",""
"","3835","Should access and show users geolocation","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","geolocation.spec.ts","geolocation.spec.ts",""
"","2553","The modal should shown on mouse leaving the viewport","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:05 UTC 2026","","exit-intent.spec.ts","exit-intent.spec.ts",""
"","3950","Dynamic Content tests › The page content is different for every page refresh","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","3876","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Portfolio"" link","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","2826","AB Test › User should be able to go to the AB test site","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:06 UTC 2026","","ab-test.spec.ts","ab-test.spec.ts",""
"","9944","The reset password message is sent after forgot password request","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:13 UTC 2026","","forgot-password.spec.ts","forgot-password.spec.ts",""
"","5922","User should succefully login after providing proper username and password","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:09 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","3804","User should be able to close Ad modal","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","entry-ad.spec.ts","entry-ad.spec.ts",""
"","3404","Challenging Dom Tests › 3 buttons with names changing randomly are visible","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:06 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","5122","Dropdown Tests › User is able to select dropdown options","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:08 UTC 2026","","dropdown.spec.ts","dropdown.spec.ts",""
"","90148","User should be able to download a file","","Wed Feb 04 18:08:03 UTC 2026","failed","Wed Feb 04 18:09:33 UTC 2026","","file-downloader.spec.ts","file-downloader.spec.ts",""
"","3741","Inputs Test › User should be able to fill input with numbers","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:06 UTC 2026","","input.spec.ts","input.spec.ts",""
"","4005","After scrolling down the floating menu is still visible","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","floating-menu.spec.ts","floating-menu.spec.ts",""
"","2565","Upload files Tests › User is able to upload file using drag and drop area","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:05 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","4947","Dynamic Content tests › The first to rows of page are the same with static content param","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:08 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","2802","Challenging Dom Tests › The table contains specific data","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:06 UTC 2026","","challenging-dom.spec.ts","challenging-dom.spec.ts",""
"","2900","Broken Images Tests › The github link and avatar images have proper source","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:06 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","5895","Upload files Tests › User is able to upload file with ""Choose file"" button","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:09 UTC 2026","","file-uploader.spec.ts","file-uploader.spec.ts",""
"","4862","Add/Remove Elements Tests › User should be able to add and remove one element","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:08 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","2858","Should be able to access all nested frames and verify hierarchy","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:06 UTC 2026","","frames.spec.ts","frames.spec.ts",""
"","7206","Add/Remove Elements Tests › User should be able to add and remove two elements","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:10 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","2704","Add/Remove Elements Tests › User should be able to go to the ""Add/Remove Elements"" page","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:05 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","6267","Error message should be shown after providing invalid password","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:09 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","4814","Checkboxes Tests › User should be able to check and uncheck checkboxes","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:08 UTC 2026","","checkboxes.spec.ts","checkboxes.spec.ts",""
"","3985","DisappearingElements Tests › User is redirected to home page after clicking ""Home"" link","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","3094","Broken Images Tests › The second and third image on the page are broken","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:06 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","3839","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""Contact us"" link","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","5988","Error message should be shown after providing invalid username","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:09 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","3886","Inputs Test › User should not be able to fill input with alphabet characters","","Wed Feb 04 18:08:03 UTC 2026","passed","Wed Feb 04 18:08:07 UTC 2026","","input.spec.ts","input.spec.ts",""
